Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
M8Y62_07470	1052.02288546379	-2.95103246142685	0.183007605325507	-16.12519029566	1.69735439853012e-58	1.12173908812859e-56
M8Y62_08900	3446.56592467243	-2.15606763709697	0.134598744230796	-16.0184825602829	9.49389611875228e-58	6.19681836788189e-56
M8Y62_04855	1892.25364600857	2.87512882702852	0.179513218844709	16.0162513130339	9.8406918700799e-58	6.34484608745273e-56
M8Y62_11000	6660.60370686754	-2.03693184749579	0.127837043868779	-15.9338153155876	3.69130249452888e-57	2.35131521549087e-55
M8Y62_26785	7201.86660420384	-1.3663218534496	0.0864010099566817	-15.8137254892578	2.50222180001291e-56	1.57491031627003e-54
M8Y62_10750	361.599103752587	4.58909465259212	0.29038785285486	15.8033285740978	2.95113985786334e-56	1.835608991591e-54
M8Y62_20590	459.402080376126	-3.05567930300468	0.19397020499178	-15.7533436804594	6.51438582381658e-56	4.0048323081998e-54
M8Y62_26715	306.358650390849	-2.68784135012171	0.171076171261091	-15.7113719012312	1.26413692908403e-55	7.68217464835316e-54
M8Y62_10650	1008.76151347439	2.06311559909651	0.131462250882072	15.6935970991949	1.67300455766717e-55	1.00513353368026e-53
M8Y62_10915	757.981111399515	-2.22796649414354	0.142382966612084	-15.6477038451765	3.44424086904631e-55	2.04603387355593e-53
M8Y62_07895	252.504837093734	3.38435216016514	0.216414403304223	15.6382944410942	3.99279510468917e-55	2.34554530205463e-53
M8Y62_02940	853.992070691465	2.60112018599418	0.166499643362504	15.6223769220395	5.12585777398049e-55	2.97806703857526e-53
M8Y62_04860	1770.25200125953	2.67347740864758	0.17214319415135	15.5305437535744	2.15544354236444e-54	1.23867717483487e-52
