Geneid	SRR35308233	SRR35308234	SRR35308235	SRR35308236	SRR35308237	SRR35308238	SRR35308239	SRR35308240	SRR35308241	SRR35308242	SRR35308243	SRR35308244
M8Y62_21170	252	247	160	42	29	48	269	183	172	31	42	34
M8Y62_21175	0	3	2	0	3	1	7	4	4	0	0	1
M8Y62_21180	32	31	25	7	9	7	49	22	29	3	5	4
M8Y62_21190	32	37	15	22	9	8	41	23	22	4	4	2
M8Y62_21195	15	9	11	6	9	13	24	20	20	2	6	2
M8Y62_21200	11	7	11	9	18	13	22	17	18	11	13	3
M8Y62_21205	7	7	1	1	3	4	8	9	8	3	1	1
M8Y62_21210	2	2	7	1	2	1	10	6	10	0	0	2
M8Y62_21215	14	13	4	2	5	5	13	15	11	1	2	2
M8Y62_21220	7	3	4	2	5	3	17	15	4	2	3	2
M8Y62_21225	4	6	3	2	3	2	10	10	7	2	0	0
M8Y62_21230	0	2	5	0	2	5	8	7	8	0	0	0
M8Y62_21235	13	15	14	2	1	3	31	27	14	2	0	3
M8Y62_21240	39	51	41	8	14	13	79	70	42	8	3	2
M8Y62_21245	481	476	451	266	292	373	937	706	655	216	255	189
M8Y62_21250	92	80	80	28	26	43	205	147	116	30	26	30
M8Y62_21255	674	813	820	1367	1294	1141	1115	772	691	1499	1783	972
M8Y62_21260	2547	2741	2489	3602	3892	3608	4433	2966	3267	5661	5923	6134
M8Y62_21265	254	310	289	169	162	164	853	682	559	110	171	102
M8Y62_21270	679	840	971	231	263	284	2113	1516	1226	219	246	108
M8Y62_21275	97	95	55	64	93	112	286	206	227	78	87	80
M8Y62_21280	234	273	309	217	267	249	1132	847	714	292	296	241
M8Y62_21285	315	422	378	178	182	246	1231	948	776	175	216	151
M8Y62_21290	471	534	501	359	444	445	1347	968	880	484	531	447
M8Y62_21295	564	594	594	231	265	208	1330	1069	833	177	196	131
M8Y62_21300	753	809	835	438	450	457	1454	1034	805	336	339	430
M8Y62_21305	258	323	315	160	185	199	457	311	277	116	124	97
M8Y62_21310	677	699	731	283	316	302	1060	830	653	229	200	155
M8Y62_21315	350	419	441	196	206	219	765	575	499	218	196	140
M8Y62_21320	547	615	618	429	461	455	1054	858	771	416	405	311
M8Y62_21325	2	4	2	0	1	0	3	7	1	1	1	0
M8Y62_21330	1269	1323	1386	2183	1914	2438	1765	1385	1211	827	992	637
M8Y62_21335	1389	1409	1405	2527	2652	2599	2827	1978	2097	2555	2901	1725
M8Y62_21340	1353	1544	1588	634	734	668	1250	886	654	798	639	546
M8Y62_21345	35	22	26	22	15	16	90	50	53	20	25	14
M8Y62_21355	86	99	81	44	42	55	216	175	156	54	53	33
M8Y62_21360	304	280	295	296	377	359	630	467	435	341	388	294
M8Y62_21365	313	329	327	358	490	459	829	657	612	452	505	387
M8Y62_21370	543	577	476	868	971	863	872	635	666	1610	1555	1011
M8Y62_21375	5813	6108	6556	7282	8719	11244	17775	12328	13782	8671	9556	18769
M8Y62_21380	292	376	462	275	329	358	1781	1514	1417	268	265	206
M8Y62_21385	134	165	177	75	64	76	573	467	407	57	59	39
M8Y62_21390	150	96	89	23	21	16	733	716	646	14	24	10
M8Y62_21395	4227	4519	4390	5576	6369	6985	15939	11237	12756	6578	7072	10614
M8Y62_21400	2016	2092	1944	1614	1679	1833	13716	9926	11102	1393	1650	1940
M8Y62_21405	2456	2299	2210	1842	2075	2424	16851	12171	13042	1444	1520	1654
M8Y62_21410	525	487	473	230	289	360	1719	1176	1435	213	213	220
M8Y62_21415	268	396	477	781	854	861	1247	1032	869	703	679	707
M8Y62_21420	62	63	56	38	59	36	184	136	92	55	54	46
M8Y62_21425	128	140	119	105	129	151	429	353	303	94	135	99
M8Y62_21430	443	487	433	1121	1266	1239	1347	943	1106	1366	1633	1395
M8Y62_21435	520	583	607	631	752	686	1411	995	949	557	544	455
M8Y62_21440	271	375	390	492	551	578	1040	698	760	721	749	617
M8Y62_21445	4	15	12	6	1	2	23	14	15	4	5	0
M8Y62_21450	21	18	24	6	10	6	52	35	23	4	4	5
M8Y62_21455	51	55	46	17	18	11	137	83	59	12	15	9
M8Y62_21460	436	428	394	254	278	305	1189	765	614	298	349	166
M8Y62_21465	527	570	613	534	565	449	1552	1164	984	437	534	322
M8Y62_21470	184	224	260	186	198	215	669	587	367	91	107	56
M8Y62_21475	54	80	84	53	61	68	244	203	123	32	42	32
M8Y62_21480	163	189	124	82	114	110	370	265	245	90	122	106
M8Y62_21485	7659	8254	7381	2758	3024	3017	11562	8476	7020	1523	1558	1089
M8Y62_21490	564	648	700	227	231	234	1537	1153	998	179	183	126
M8Y62_21495	16466	17411	15882	14709	15578	14910	26292	18835	18806	15129	14823	13156
M8Y62_21500	7304	7708	6794	6212	6733	6371	12157	8948	9329	5373	5380	4398
M8Y62_21505	4381	4627	4017	2066	2187	2010	7155	5387	5233	1579	1571	1221
M8Y62_21510	2085	2124	1757	494	581	564	2925	2335	2221	359	362	267
M8Y62_21515	1999	1987	1597	1037	1032	965	2981	2257	2303	831	779	595
M8Y62_21520	2646	2849	2438	771	822	978	4278	3344	3058	310	310	241
M8Y62_21525	2508	2574	2119	738	902	751	3962	3114	3101	646	609	543
M8Y62_21530	2313	2492	2030	419	473	492	3037	2340	2129	206	200	240
M8Y62_21535	1502	1663	1368	248	271	364	2143	1716	1452	194	177	158
M8Y62_21540	1924	2001	1795	367	421	434	2813	2180	1735	222	204	223
M8Y62_21545	1800	2004	1812	383	417	492	3345	2527	2116	196	249	220
M8Y62_21550	2479	2760	2449	780	824	943	4887	3826	3231	572	520	637
M8Y62_21555	3722	3844	3549	2198	2348	2277	6275	4921	4010	2642	3272	3648
M8Y62_21560	395	450	362	114	125	150	1044	841	684	112	110	144
M8Y62_21565	2533	2478	2354	1568	1962	1882	5467	4332	4886	1625	1611	2191
M8Y62_21570	3429	3428	3046	4986	5439	4949	9766	6989	8558	6201	6821	6843
M8Y62_21575	1970	2054	1820	2591	2797	2667	4849	3311	3175	2473	2440	2757
M8Y62_21580	466	671	671	748	693	762	699	545	433	419	479	290
M8Y62_21585	293	319	363	293	325	368	811	623	476	233	247	195
M8Y62_21590	13	8	13	10	10	8	12	9	9	11	5	5
M8Y62_21595	6	7	5	8	2	5	14	5	4	11	6	7
M8Y62_21600	208	241	304	440	512	566	719	546	484	407	392	430
M8Y62_21605	198	219	197	354	368	396	528	357	382	340	357	541
M8Y62_21610	199	226	233	243	298	290	483	316	362	303	365	445
M8Y62_21615	107	101	111	76	105	123	188	118	104	93	91	127
M8Y62_21620	41	48	33	18	27	20	97	62	63	19	13	20
M8Y62_21625	7	12	9	9	2	2	29	27	13	3	2	1
M8Y62_21630	74	73	75	37	41	38	172	118	87	30	43	35
M8Y62_21635	150	204	191	207	283	241	505	332	326	249	266	304
M8Y62_21640	226	254	255	220	222	178	280	212	206	283	311	264
M8Y62_21645	24	31	33	18	19	20	56	25	31	30	22	11
M8Y62_21650	189	197	170	136	125	122	321	200	216	123	95	67
M8Y62_21655	414	450	476	4506	4086	3504	617	395	497	4506	5215	2338
M8Y62_21660	572	684	664	449	459	429	855	631	586	263	285	177
M8Y62_21665	253	309	354	230	241	250	962	704	628	215	223	106
M8Y62_21670	146	149	158	89	100	80	465	324	274	42	45	33
M8Y62_21675	30	46	41	18	28	22	156	137	95	14	28	17
M8Y62_21680	418	419	362	364	392	356	1435	985	941	306	273	226
M8Y62_21685	367	403	382	251	230	222	1969	1346	998	136	120	115
M8Y62_21690	68	72	89	56	65	58	188	143	95	50	54	33
M8Y62_21695	126	130	155	191	216	206	325	216	191	128	145	64
M8Y62_21700	47	62	81	91	86	78	144	100	72	58	71	29
M8Y62_21705	1484	1591	1336	426	455	468	2080	1568	1229	259	304	193
M8Y62_21710	1110	1279	1278	549	499	573	2058	1580	1272	296	281	134
M8Y62_21715	181	185	160	138	121	122	333	270	245	91	112	45
M8Y62_21720	206	200	229	298	259	253	549	437	408	320	366	158
M8Y62_21725	493	615	834	1556	1199	984	1005	770	1016	1472	1430	103
M8Y62_21730	282	276	251	310	336	339	649	439	423	322	406	393
M8Y62_21735	55	82	60	77	98	95	231	152	164	117	160	290
M8Y62_21740	447	480	459	368	360	358	1087	761	796	327	396	324
M8Y62_21745	3275	4292	4434	2873	3015	3275	8510	6989	5518	1884	2015	1273
M8Y62_21750	3835	4858	4668	2236	2423	2577	7978	5757	4930	1975	2027	1481
M8Y62_21755	595	656	636	404	457	395	1463	1193	988	298	346	249
M8Y62_21760	1465	1614	1574	687	720	764	2529	1997	1551	580	594	458
M8Y62_21765	491	596	481	304	302	286	1091	754	705	305	292	224
M8Y62_21770	756	837	714	365	449	439	1288	1042	869	324	355	263
M8Y62_21775	259	295	321	164	169	155	995	702	780	261	277	141
M8Y62_21780	180	246	252	237	257	298	614	413	396	268	356	263
M8Y62_21785	201	251	265	67	60	78	485	305	339	61	48	47
M8Y62_21790	518	546	590	359	321	232	980	601	815	205	215	162
M8Y62_21795	502	455	496	192	178	217	3126	2067	2202	134	159	147
M8Y62_21800	154	147	182	89	113	92	1380	904	1065	249	431	180
M8Y62_21805	465	546	512	333	351	404	768	538	474	289	344	456
M8Y62_21810	226	241	249	109	104	92	434	292	218	80	79	40
M8Y62_21815	258	290	265	119	138	121	541	411	303	78	78	63
M8Y62_21820	268	271	311	167	198	221	741	541	423	152	158	179
M8Y62_21825	434	438	400	256	252	285	920	756	578	169	194	266
M8Y62_21830	775	920	757	354	345	418	1544	1154	1082	244	283	313
M8Y62_21835	614	644	574	224	224	278	1107	853	820	138	140	202
M8Y62_21840	584	610	545	156	188	181	906	647	577	124	126	215
M8Y62_21845	3466	3732	3183	1631	1760	2228	8097	6160	5389	1289	1564	1557
M8Y62_21850	1188	1219	1249	860	1074	1027	3249	2737	2432	973	957	729
M8Y62_21855	2272	2552	2553	542	647	704	2980	2317	2049	673	700	539
M8Y62_21860	3490	3902	4565	1922	1895	1596	11823	10809	9479	891	909	550
M8Y62_21865	7388	8592	8941	4715	4894	4104	36641	28329	27081	2415	2836	2791
M8Y62_21870	390	367	274	172	164	211	2488	1591	1766	202	237	100
M8Y62_21875	1463	1394	1198	887	954	900	13202	8848	9222	1185	1087	458
M8Y62_21880	28	28	29	7	13	11	62	42	33	12	13	3
M8Y62_21885	23	24	26	14	11	13	48	20	28	15	10	7
M8Y62_21890	104	105	78	34	39	32	228	180	165	41	37	23
M8Y62_21895	228	251	254	143	173	165	561	422	340	107	124	59
M8Y62_21900	722	786	774	518	482	612	1574	1193	1001	354	385	261
M8Y62_21905	2200	2338	2437	2661	2739	2998	6482	4641	4618	2071	2102	1984
M8Y62_21910	372	395	400	262	271	260	770	574	497	191	210	160
M8Y62_21915	122	188	199	299	279	248	364	293	271	239	234	135
M8Y62_21920	8	8	10	13	13	10	22	7	9	11	20	11
M8Y62_21925	533	518	535	695	752	1025	1232	1000	971	593	700	1181
M8Y62_21930	555	575	589	1243	1414	1559	1463	1215	1349	1442	1574	2528
M8Y62_21935	1087	1293	1693	8279	9418	10213	6356	4965	5297	9082	10359	8178
M8Y62_21940	260	339	342	411	418	394	412	308	280	441	518	631
M8Y62_21945	243	309	217	254	291	297	662	391	401	291	302	256
M8Y62_21950	3270	3153	3046	4919	5532	5051	4635	3348	4058	4729	5006	4428
M8Y62_21955	3087	3338	3278	2381	2548	2616	4289	2995	2986	2067	2265	2165
M8Y62_21960	153	172	167	96	92	71	317	241	183	73	81	45
M8Y62_21965	301	330	305	148	157	162	680	497	374	101	94	66
M8Y62_21970	190	192	193	147	163	132	350	244	214	176	171	96
M8Y62_21975	412	419	392	366	365	331	823	540	461	372	336	203
M8Y62_21980	828	972	951	881	899	912	1824	1240	1067	843	973	560
M8Y62_21985	655	755	756	562	629	676	1873	1249	1312	501	553	407
M8Y62_21990	444	487	453	449	464	472	961	674	623	573	443	334
M8Y62_21995	131	115	130	76	92	115	264	225	167	48	39	48
M8Y62_22000	1410	1679	1694	1675	1867	2087	5572	4159	4132	1249	1455	1577
M8Y62_22005	1566	1759	1777	1673	1973	2354	6373	4520	4219	1938	2149	2046
M8Y62_22010	408	459	479	469	440	509	972	718	622	473	497	334
M8Y62_22015	316	355	287	181	206	239	1004	746	736	209	292	197
M8Y62_22020	249	276	267	106	107	159	745	510	500	110	113	69
M8Y62_22025	311	292	258	193	178	183	617	457	374	240	230	160
M8Y62_22030	409	469	418	281	217	307	1174	894	704	146	195	114
M8Y62_22035	2687	3044	3377	2496	2616	2542	7597	5138	4788	2837	2948	1613
M8Y62_22040	5994	6584	7111	6222	6012	5868	19712	13386	12983	6925	7104	3565
M8Y62_22045	1560	1845	2007	702	664	657	2702	1909	1572	356	303	170
M8Y62_22050	1519	1631	1701	757	757	639	2492	1861	1340	590	586	376
M8Y62_22055	1239	1352	1585	236	254	272	2065	1404	958	210	225	219
M8Y62_22060	104	114	120	110	83	100	374	332	216	81	99	46
M8Y62_22065	438	487	549	441	441	484	1279	1064	914	299	331	220
M8Y62_22070	1218	1751	2256	12756	11031	8938	2610	1944	2005	12346	12136	4357
M8Y62_22075	2939	3889	5079	9514	8585	6754	4615	3509	2930	5575	5653	2723
M8Y62_22080	1842	2115	1745	681	788	749	3209	2105	1866	593	645	441
M8Y62_22085	154	193	169	167	188	182	550	403	350	227	239	117
M8Y62_22090	167	189	176	80	106	110	495	344	339	67	67	35
M8Y62_22095	199	231	257	81	67	109	500	371	366	80	72	46
M8Y62_22100	547	657	756	316	317	383	1216	886	765	239	266	185
M8Y62_22105	64	64	69	47	52	41	106	61	56	42	69	47
M8Y62_22110	39	35	28	26	24	16	77	38	46	34	46	19
M8Y62_22115	18	10	18	1	3	5	48	43	47	11	21	10
M8Y62_22120	159	93	91	74	92	65	429	202	285	204	160	96
M8Y62_22125	17	10	8	14	23	10	28	29	8	21	26	10
M8Y62_22130	169	116	148	120	164	130	367	161	154	148	142	63
M8Y62_22135	389	441	439	140	120	170	580	305	356	94	83	46
M8Y62_22140	483	560	549	1870	2001	2142	874	605	532	2242	2385	773
M8Y62_22145	69	101	89	58	63	43	220	140	141	105	125	52
M8Y62_22150	26	32	34	14	18	17	75	47	27	21	17	7
M8Y62_22155	12	7	7	6	2	2	15	2	10	11	11	9
M8Y62_22160	24	20	18	13	15	29	73	33	42	11	14	42
M8Y62_22165	112	78	56	94	112	106	174	116	192	97	80	518
M8Y62_22170	199	265	248	136	144	139	801	601	424	120	127	156
M8Y62_22175	129	159	182	66	53	51	469	394	294	64	37	26
M8Y62_22180	477	488	420	219	291	230	923	652	579	277	234	135
M8Y62_22185	481	622	655	616	615	579	1297	982	771	461	424	164
M8Y62_22190	449	480	496	354	346	312	743	604	501	421	381	201
M8Y62_22195	1170	1309	1360	702	784	770	3947	2960	2558	540	646	924
M8Y62_22200	1820	1737	2214	600	596	622	2502	2389	2234	318	309	242
M8Y62_22205	10535	10416	14541	8326	8820	10210	12223	11944	11927	8188	9728	8974
M8Y62_22210	6614	6839	9892	4271	4535	4848	10672	11055	10271	4069	4346	2174
M8Y62_22215	9107	9499	13389	4147	4145	4821	15699	14812	13172	3427	3776	1657
M8Y62_22220	4027	4307	6119	1216	1299	1455	7254	6574	5503	1376	1429	469
M8Y62_22225	2565	2856	3656	1288	1289	1492	4828	4500	3875	1631	1787	447
M8Y62_22230	1725	1879	2525	563	640	635	3678	3456	2999	684	570	129
M8Y62_22235	860	885	862	655	826	805	2556	1849	1747	989	1189	1988
M8Y62_22240	46	40	48	52	58	61	144	109	99	38	53	46
M8Y62_22245	240	274	304	120	158	168	531	408	325	61	83	44
M8Y62_22250	112	137	126	84	86	105	407	271	263	92	83	55
M8Y62_22255	16	21	34	13	9	21	82	63	47	8	9	12
M8Y62_22260	17	11	14	7	6	7	47	27	24	9	5	4
M8Y62_22265	23	15	16	15	5	17	39	17	19	6	13	7
M8Y62_22270	127	139	125	148	159	167	362	257	283	190	176	170
M8Y62_22275	90	79	102	36	37	35	240	172	162	23	28	23
M8Y62_22280	3	3	0	1	3	1	9	0	2	2	0	0
M8Y62_22285	40	45	29	28	9	19	126	96	85	12	12	3
M8Y62_22290	167	185	164	137	132	152	384	290	219	132	130	94
M8Y62_22300	250	277	272	195	174	172	534	430	356	165	198	77
M8Y62_22310	9	3	11	5	4	5	32	21	20	8	6	8
M8Y62_22315	10	11	20	5	7	16	66	28	48	9	7	10
M8Y62_22320	20	19	19	15	16	13	142	80	90	7	16	14
M8Y62_22325	12	16	19	8	10	7	85	58	47	12	7	5
M8Y62_22330	5	9	5	11	4	13	55	47	31	5	2	3
M8Y62_22335	14	12	19	10	6	18	61	41	41	5	6	12
M8Y62_22340	14	10	3	13	9	6	48	36	47	13	14	13
M8Y62_22345	19	13	11	10	9	11	48	45	34	11	6	6
M8Y62_22350	19	21	16	12	3	8	44	28	35	11	8	31
M8Y62_22355	41	43	45	12	21	10	67	52	45	5	7	18
M8Y62_22360	43	58	42	40	50	33	120	69	55	40	47	27
M8Y62_22365	96	139	111	93	119	92	198	174	136	130	127	54
M8Y62_22370	94	110	84	91	113	91	167	155	120	101	103	66
M8Y62_22375	921	614	344	146	123	120	1921	1304	1469	93	88	181
M8Y62_22380	47	37	32	25	18	21	73	43	47	33	18	29
M8Y62_22385	220	210	154	167	238	213	451	259	321	166	173	224
M8Y62_22390	374	475	617	634	581	501	5225	3639	4825	343	449	450
M8Y62_22395	972	1302	1654	3307	3547	3758	4182	3478	3400	3472	3806	1722
M8Y62_22400	79	85	78	94	70	64	230	138	151	91	96	64
M8Y62_22405	86	134	123	172	180	204	276	218	164	114	129	86
M8Y62_22410	20	13	5	3	6	4	36	31	23	3	3	2
M8Y62_22415	108	136	165	149	124	145	408	314	218	68	61	31
M8Y62_22420	128	137	147	165	200	186	398	333	248	102	133	111
M8Y62_22425	38	46	61	42	63	52	98	84	67	26	31	25
M8Y62_22430	1192	1726	1704	246	263	161	2091	1840	1187	244	219	59
M8Y62_22435	396	533	619	100	70	58	665	579	462	53	40	3
M8Y62_22440	78	116	127	24	44	20	174	172	124	43	35	9
M8Y62_22445	295	446	387	37	54	35	378	398	258	47	40	17
M8Y62_22450	56	65	79	8	18	19	105	108	68	23	8	10
M8Y62_22455	32	26	39	21	15	21	87	66	79	17	27	22
M8Y62_22460	78	65	70	118	160	135	55	54	56	194	192	131
M8Y62_22465	107	100	114	95	135	164	323	208	260	97	104	136
M8Y62_22470	20	11	15	10	17	19	62	31	32	17	16	23
M8Y62_22475	22	27	34	15	19	23	68	60	40	15	25	15
M8Y62_22480	137	138	120	102	119	84	262	212	178	50	73	91
M8Y62_22485	50	59	60	70	70	64	120	85	88	51	58	104
M8Y62_22490	66	78	96	76	69	67	122	95	86	72	87	137
M8Y62_22495	129	125	95	150	172	206	239	140	150	217	275	294
M8Y62_22500	192	217	231	678	805	861	199	166	143	980	1180	1116
M8Y62_22505	345	369	465	247	300	270	616	415	336	182	149	114
M8Y62_22510	521	520	567	207	219	224	1550	1279	848	230	210	278
M8Y62_22515	839	1043	1191	280	246	262	3682	2727	1868	155	187	205
M8Y62_22520	333	368	417	121	140	132	987	802	491	80	82	67
M8Y62_22525	321	279	318	117	135	137	354	253	198	94	111	247
M8Y62_22530	27	46	41	34	34	36	76	59	34	58	93	58
M8Y62_22535	11045	14357	17634	28597	21901	11018	19124	12322	3370	10668	19821	27501
M8Y62_22540	110	136	123	46	57	56	283	198	232	103	107	53
M8Y62_22545	7048	9234	12691	18257	15168	8838	11105	7711	2579	9813	16308	19644
M8Y62_22550	879	895	823	206	239	271	2050	1492	1042	218	217	108
M8Y62_22555	237	221	198	128	139	129	478	374	301	160	163	119
M8Y62_22560	52	42	42	77	110	85	139	100	141	78	94	67
M8Y62_22565	168	201	197	129	177	184	498	416	331	183	202	107
M8Y62_22570	334	321	320	348	396	394	716	569	567	479	450	331
M8Y62_22575	17	33	26	46	41	40	65	41	42	33	18	14
M8Y62_22580	4	5	8	3	1	0	12	12	3	2	7	4
M8Y62_22585	17	16	22	13	12	7	35	17	18	4	3	4
M8Y62_22590	132	151	104	95	81	85	221	166	167	68	74	67
M8Y62_22595	49	46	68	130	101	133	170	134	159	37	50	56
M8Y62_22600	193	216	267	439	461	528	406	359	353	335	343	288
M8Y62_22605	830	882	834	1046	1214	1351	1604	1201	1323	1057	1230	1420
M8Y62_22610	2981	2887	3013	2390	2396	3016	3386	2889	2757	1059	1137	865
M8Y62_22615	1552	1524	1746	2844	2972	3399	2205	2200	2195	1642	1865	1453
M8Y62_22620	2586	2564	2496	5747	6272	7852	2883	3812	3927	2405	2750	2337
M8Y62_22625	672	623	704	1277	1486	1868	570	868	964	804	880	862
M8Y62_22630	1205	1015	981	3197	3857	4469	694	1036	1361	3188	3513	3601
M8Y62_22635	162	191	155	387	541	557	85	143	194	488	546	638
M8Y62_22640	191	156	136	324	398	505	82	146	180	230	341	322
M8Y62_22645	328	296	273	666	855	1078	140	263	277	494	691	734
M8Y62_22650	751	641	581	2000	2931	3398	315	540	769	2911	3518	4299
M8Y62_22660	44	50	26	12	15	22	104	88	60	18	43	22
M8Y62_22665	10	13	10	9	8	9	27	17	21	5	13	15
M8Y62_22670	31	40	30	35	38	30	93	66	49	69	70	58
M8Y62_22675	115	93	81	47	48	47	171	143	109	44	63	71
M8Y62_22680	51	54	49	45	40	33	112	64	61	68	64	75
M8Y62_22690	247	337	301	951	958	843	400	355	322	1019	1174	1062
M8Y62_22695	1982	2302	1822	4379	4562	3715	2631	1829	1910	4107	4169	3564
M8Y62_22705	94	100	91	78	109	110	167	102	100	181	216	157
M8Y62_22710	73	68	39	58	48	58	90	55	59	80	97	83
M8Y62_22730	39	36	30	33	42	44	34	63	37	68	79	58
M8Y62_22735	487	545	413	583	629	677	460	334	359	687	684	892
M8Y62_22740	1955	2086	1497	1857	2305	2274	1655	1158	1287	2555	2602	2836
M8Y62_22745	2266	2564	1871	1881	2366	2162	1828	1282	1337	2021	2108	2251
M8Y62_22750	1062	1233	1061	1084	1304	1224	1643	1147	1065	1381	1425	1067
M8Y62_22755	889	1006	935	1401	1636	1320	1927	1461	1510	1829	1854	973
M8Y62_22760	233	274	260	130	175	145	685	522	427	302	311	174
M8Y62_22765	13	37	21	29	31	37	66	33	27	47	38	15
M8Y62_22770	3	4	3	3	0	5	4	2	5	2	3	1
M8Y62_22775	26	26	34	14	13	21	38	47	33	14	10	10
M8Y62_22780	2	3	6	4	0	3	14	7	6	4	4	2
M8Y62_22785	19	22	18	7	9	8	26	21	16	5	19	13
M8Y62_22790	4	3	3	2	1	3	6	9	5	2	2	2
M8Y62_22795	7	8	8	2	2	9	13	8	7	4	7	5
M8Y62_22800	22	16	17	6	8	11	52	34	27	13	2	4
M8Y62_22805	462	596	660	1695	1549	1103	2288	1171	1323	1217	906	193
M8Y62_22810	6	10	11	2	7	6	21	11	5	1	7	5
M8Y62_22815	8	6	9	3	4	2	12	9	6	2	2	2
M8Y62_22820	9	13	11	1	5	2	11	10	7	4	4	2
M8Y62_22825	1	2	0	1	0	0	3	7	4	1	0	0
M8Y62_22830	3	2	2	1	2	0	10	11	1	1	1	0
M8Y62_22835	21	27	33	19	15	15	97	61	37	12	32	10
M8Y62_22840	125	109	88	44	46	51	158	121	91	69	80	48
M8Y62_22845	43279	45899	34889	15253	17340	15600	25449	17019	15270	12749	12322	7455
M8Y62_22850	9019	8804	6460	2850	3430	3827	3935	2666	2651	2944	2731	2685
M8Y62_22860	47	29	28	4	10	6	30	18	21	3	0	0
M8Y62_22865	16	25	13	7	4	6	20	10	14	3	0	1
M8Y62_22870	10	14	17	2	4	12	24	9	11	5	7	2
M8Y62_22875	31	32	12	12	9	14	30	16	25	13	7	1
M8Y62_22880	38	29	24	6	7	17	49	31	37	7	9	5
M8Y62_22885	33	47	27	11	4	14	40	28	24	7	3	3
M8Y62_22890	2	5	9	1	1	3	6	6	4	3	1	6
M8Y62_22895	101	76	85	32	59	46	131	71	72	38	49	48
M8Y62_22900	102	114	73	247	313	278	316	158	178	602	555	421
M8Y62_22905	39	32	35	27	38	20	66	37	32	34	38	25
M8Y62_22910	36	38	24	36	41	33	55	25	34	64	60	68
M8Y62_22915	47	26	21	29	45	49	58	38	39	39	39	44
M8Y62_22920	11	13	10	6	4	10	32	12	15	1	10	8
M8Y62_22925	6	8	4	5	0	1	22	11	10	7	6	9
M8Y62_22930	24	27	20	14	4	6	43	34	19	5	4	8
M8Y62_22935	53	52	53	45	43	43	165	105	85	78	81	57
M8Y62_22940	47	62	59	114	100	122	195	116	108	178	243	183
M8Y62_22945	35	33	33	17	24	18	48	28	44	36	36	31
M8Y62_22955	26	20	17	11	6	7	40	27	27	15	17	9
M8Y62_22960	31	20	25	9	7	3	27	24	21	1	7	3
M8Y62_22965	118	109	119	41	42	40	202	127	98	131	129	72
M8Y62_22970	44	40	43	27	16	8	86	61	60	13	19	12
M8Y62_22975	37	24	23	9	7	16	45	32	33	5	1	3
M8Y62_22980	11	11	8	2	12	9	33	26	16	5	8	3
M8Y62_22985	8	6	6	5	1	9	44	31	26	7	9	3
M8Y62_22990	6	3	5	7	6	6	23	8	8	6	13	5
M8Y62_22995	8	10	9	9	2	7	30	15	4	4	4	1
M8Y62_23000	27	13	17	3	7	7	67	32	15	8	11	9
M8Y62_23005	114	101	113	67	88	89	263	208	199	60	93	65
M8Y62_23010	1362	1037	856	1412	1719	1512	1955	1461	1687	2405	2322	1867
M8Y62_23015	53	41	39	52	37	37	96	46	67	40	38	31
M8Y62_23020	60	55	49	24	35	29	131	74	74	44	42	30
M8Y62_23030	27	27	25	183	195	179	97	111	59	313	345	160
M8Y62_23035	38	32	25	108	134	158	112	70	87	154	149	195
M8Y62_23040	26	19	18	29	22	29	57	54	36	51	64	67
M8Y62_23045	16	25	22	20	36	21	48	22	18	32	42	49
M8Y62_23050	51	79	83	194	213	164	168	108	92	185	183	128
M8Y62_23055	106	114	105	69	50	44	507	351	290	87	94	77
M8Y62_23060	17	11	10	0	5	2	38	15	8	3	8	4
M8Y62_23065	16	18	19	57	59	70	251	180	260	63	60	46
M8Y62_23070	14	21	21	46	37	44	415	254	403	35	38	38
M8Y62_23075	241	265	268	467	511	507	733	559	500	455	491	333
M8Y62_23080	9	13	8	11	9	14	13	19	31	12	11	3
M8Y62_23085	7	9	7	7	11	4	18	17	16	11	6	4
M8Y62_23090	2	4	9	3	2	4	21	17	15	3	3	5
M8Y62_23095	12	12	13	4	9	3	27	19	25	11	3	4
M8Y62_23100	68	62	121	120	91	150	161	117	209	84	76	79
M8Y62_23105	1373	1804	3091	4967	4516	5521	2857	2352	3507	4881	5530	3852
M8Y62_23110	1534	2169	3421	9663	9373	9263	3702	3125	5806	12899	14758	10897
M8Y62_23115	1497	2054	3691	5877	5909	6466	3979	3738	5669	6449	7385	4979
M8Y62_23120	1533	2230	3567	5845	6023	6136	6631	5595	7200	5745	6605	2893
M8Y62_23125	6485	8490	11458	23113	22119	23773	13953	11213	14564	18440	19933	8281
M8Y62_23130	1753	2158	2394	4733	4920	5369	3792	3113	3909	4081	4179	2074
M8Y62_23135	1007	1461	2090	5165	5249	5314	3523	3285	4589	6325	7344	4136
M8Y62_23140	1905	2875	4438	13879	14171	13552	10776	8811	11713	15750	16661	7518
M8Y62_23145	137	184	277	474	440	527	1110	877	959	429	495	339
M8Y62_23150	442	514	682	637	600	586	2317	1848	1612	648	690	485
M8Y62_23155	890	911	1021	621	622	679	2247	1716	1645	351	418	263
M8Y62_23160	1356	1468	1507	740	701	755	3380	2523	2115	463	534	344
M8Y62_23165	1073	1241	1306	1712	1842	2043	3885	2985	2603	1507	1647	1401
M8Y62_23170	115	130	146	95	102	140	426	364	279	60	58	68
M8Y62_23175	2893	3255	3075	1631	1639	1895	6940	5050	4168	1078	1200	1024
M8Y62_23180	159	171	163	142	179	171	404	305	250	134	149	127
