Geneid	SRR35308233	SRR35308234	SRR35308235	SRR35308236	SRR35308237	SRR35308238	SRR35308239	SRR35308240	SRR35308241	SRR35308242	SRR35308243	SRR35308244
M8Y62_02000	6438	6039	4421	2359	2959	3052	8536	6177	7610	1837	1681	2313
M8Y62_02005	5606	5530	3830	1713	1996	2269	7058	5318	5968	1017	988	1460
M8Y62_02010	3693	3384	2414	1465	1764	2083	4920	3587	4314	1176	1061	1585
M8Y62_02015	7009	6244	4465	2091	2351	2788	8076	5929	6918	1442	1455	2425
M8Y62_02020	4908	4145	2771	1652	1912	2252	5363	3988	4814	1009	876	1707
M8Y62_02025	4612	3851	2413	3020	3833	3694	5530	3804	5410	2922	2659	5283
M8Y62_02030	6471	5466	3780	1922	2301	2655	6410	4496	5179	1654	1443	3194
M8Y62_02035	6171	5165	3131	2902	3587	3874	6747	4749	5986	3082	3022	6420
M8Y62_02040	3471	2962	1908	1283	1456	1821	3433	2610	2947	1524	1485	3144
M8Y62_02045	1486	1263	734	404	442	525	1150	799	972	377	513	1139
M8Y62_02050	8192	8184	6455	3353	3701	3614	8195	6032	7152	2811	2843	2547
M8Y62_02055	6565	6777	4985	2885	3391	3290	6888	4998	5474	3453	3311	2651
M8Y62_02060	5920	6165	4249	1960	2159	2311	6274	4533	5164	1532	1661	1398
M8Y62_02065	7575	7796	6106	2530	2621	3027	8288	6962	6856	1711	1878	1545
M8Y62_02070	9465	9129	6543	4014	4481	4087	9755	7351	8243	2471	2280	2586
M8Y62_02075	11165	10369	7249	4532	4962	4999	10654	8473	9214	3216	2869	3627
M8Y62_02080	4662	4213	3113	1532	1653	1655	4123	3170	3486	939	1017	1442
M8Y62_02085	12020	10482	7031	6961	8245	7207	11485	8469	10410	6166	5790	9238
M8Y62_02090	1849	1592	1085	586	596	641	1494	994	1089	527	470	774
M8Y62_02095	26512	21926	14085	15790	19652	17832	25708	18256	21238	18486	16846	27383
M8Y62_02100	40308	36821	24875	18563	22128	20480	34586	24971	27063	21187	20038	28544
M8Y62_02105	3558	3435	2397	1634	1892	1770	3400	2244	2480	1687	1816	2043
M8Y62_02110	4022	4247	3215	1948	2213	2087	4772	3308	3327	2006	1836	1700
M8Y62_02115	9228	8897	6973	3076	3480	3689	10533	7377	7380	2542	2601	2360
M8Y62_02120	14761	14237	10407	6489	7810	7612	15923	11180	12156	6807	6589	6316
M8Y62_02125	24468	23684	18188	7655	8917	10005	27527	20290	20410	7834	7538	7507
M8Y62_02130	7164	6936	5054	1460	1501	1989	6828	4722	4570	1093	1107	1375
M8Y62_02135	594	580	680	443	503	521	1666	1150	1153	452	450	261
M8Y62_02140	214	256	260	172	214	207	706	552	500	199	232	139
M8Y62_02145	10	14	18	6	10	10	34	25	29	14	7	3
M8Y62_02150	729	856	868	2763	2931	2633	996	601	684	4014	4293	2889
M8Y62_02155	1083	1255	1017	588	587	667	1208	927	906	476	503	341
M8Y62_02160	981	1242	1118	591	667	772	1784	1536	1278	341	425	180
M8Y62_02165	1531	1773	1867	1112	1205	1274	3491	2626	2178	968	1013	640
M8Y62_02170	3055	3455	3324	2696	2994	2962	5277	3809	3108	3090	3196	2100
M8Y62_02175	348	375	359	321	358	332	701	547	486	313	292	317
M8Y62_02180	5360	5693	5161	5357	6203	5671	7724	5346	4854	6768	6670	5178
M8Y62_02185	1789	2078	1965	1247	1431	1273	4279	3041	2446	1210	1302	859
M8Y62_02190	1197	1402	1287	344	385	339	2674	1855	1317	222	277	151
M8Y62_02195	1450	1721	1585	503	561	640	2624	1877	1358	387	459	251
M8Y62_02200	195	216	189	99	106	108	262	189	180	50	76	57
M8Y62_02205	343	352	367	348	393	392	815	569	476	439	397	372
M8Y62_02210	8110	10318	13964	20790	17583	9986	12167	8274	2617	11272	17946	22420
M8Y62_02215	12598	16818	20586	32445	25655	13023	21976	15148	4968	15188	23643	30955
M8Y62_02220	43	67	54	94	89	106	146	90	91	133	200	110
M8Y62_02225	13	14	12	2	10	7	21	11	15	19	13	10
M8Y62_02230	4	5	9	5	3	2	10	7	2	7	8	7
M8Y62_02235	63	76	81	17	19	12	197	124	132	24	13	13
M8Y62_02240	266	290	223	115	149	142	483	317	308	137	150	116
M8Y62_02245	37	25	30	7	13	5	58	43	51	6	7	4
M8Y62_02250	9	7	9	6	3	11	13	11	4	2	12	7
M8Y62_02255	263	277	287	125	142	145	390	260	308	100	131	71
M8Y62_02265	462	484	419	261	288	320	791	575	564	263	238	234
M8Y62_02270	192	199	172	65	81	102	304	201	192	56	49	49
M8Y62_02275	40	40	39	12	17	24	43	38	29	10	20	15
M8Y62_02280	1893	1710	1304	404	457	518	4088	2831	2876	332	364	365
M8Y62_02285	563	541	397	226	278	263	1385	955	1054	263	311	251
M8Y62_02290	529	559	443	155	172	189	840	582	523	227	208	214
M8Y62_02295	1539	1333	1120	324	390	448	1463	1033	1035	519	494	473
M8Y62_02300	201	200	199	317	278	340	539	375	331	193	179	136
M8Y62_02305	46	71	92	43	39	43	118	81	76	30	31	26
M8Y62_02310	618	686	681	241	320	353	1566	1051	1037	295	326	183
M8Y62_02315	1465	1642	1600	709	842	895	4505	3401	3475	842	956	489
M8Y62_02320	593	604	414	122	150	206	1496	1172	1043	185	180	102
M8Y62_02325	165	164	121	61	58	77	368	278	328	69	61	55
M8Y62_02330	287	236	275	129	132	197	658	544	491	114	145	132
M8Y62_02335	1258	1249	1013	606	655	678	2577	2015	1694	462	474	622
M8Y62_02340	1826	1944	1569	532	606	598	3579	2678	2197	466	521	405
M8Y62_02345	2255	2476	2354	3069	3125	3391	4285	3046	2896	2641	2971	2259
M8Y62_02350	298	301	345	244	310	347	702	576	446	210	236	186
M8Y62_02355	29	48	42	45	51	49	103	52	53	57	69	42
M8Y62_02360	224	266	242	157	144	145	541	393	269	95	118	56
M8Y62_02365	355	439	418	209	221	213	630	461	380	176	187	72
M8Y62_02370	45	65	65	131	130	144	130	94	52	177	174	74
M8Y62_02375	926	1003	1154	233	183	272	9297	7235	6111	116	140	58
M8Y62_02380	936	849	913	183	217	242	6128	4332	3828	265	336	205
M8Y62_02385	345	379	332	131	220	161	758	507	621	199	227	173
M8Y62_02390	1342	1530	1984	4025	3705	3864	4968	3609	3522	3858	4551	4501
M8Y62_02395	56	45	67	60	64	73	157	93	96	66	77	64
M8Y62_02400	90	142	133	173	162	171	307	199	201	297	231	184
M8Y62_02405	26	26	30	21	27	25	66	53	45	28	36	25
M8Y62_02410	35	31	34	18	18	20	34	41	35	20	21	18
M8Y62_02415	38	45	48	25	34	10	56	41	45	32	40	30
M8Y62_02420	5	9	7	6	6	5	14	11	6	7	3	1
M8Y62_02425	39	29	29	20	18	20	40	26	12	5	7	8
M8Y62_02430	20	26	21	17	31	19	24	18	28	25	17	18
M8Y62_02435	44	58	52	18	20	18	98	70	53	20	24	15
M8Y62_02440	479	567	572	300	299	339	1004	737	570	201	238	167
M8Y62_02445	579	659	661	971	1021	1156	1971	1428	1225	587	646	490
M8Y62_02450	2020	2168	2055	2449	2792	2889	3787	2557	2778	1965	2340	2057
M8Y62_02455	385	446	485	288	289	359	1010	736	618	200	240	128
M8Y62_02460	11605	12015	9993	3362	4219	4224	12111	8687	8857	3939	3590	4767
M8Y62_02465	6454	6331	4915	2056	2632	2644	6407	4405	4535	2447	2703	3506
M8Y62_02470	57	63	55	94	94	71	148	83	86	75	98	91
M8Y62_02475	2288	2513	2703	1492	1702	1732	4641	3291	2959	1278	1266	984
M8Y62_02480	950	1131	1068	677	829	877	2027	1470	1424	869	1029	871
M8Y62_02485	196	245	214	102	137	106	672	469	347	112	144	148
M8Y62_02490	700	616	562	401	379	448	1317	852	768	232	261	411
M8Y62_02495	1443	1485	1386	1194	1262	1539	3390	2342	2343	823	839	1066
M8Y62_02500	114	116	121	182	208	170	268	222	201	177	219	142
M8Y62_02505	64	51	39	81	91	97	106	90	67	119	98	36
M8Y62_02510	135	110	83	153	170	210	245	174	151	182	175	63
M8Y62_02515	1004	954	834	2579	2895	2411	1743	1119	956	2848	2638	1051
M8Y62_02520	979	1078	959	976	1047	1258	3092	2248	1894	1134	1142	1352
M8Y62_02525	257	260	268	418	378	328	836	623	536	421	550	553
M8Y62_02530	359	462	395	288	293	289	1221	860	783	235	268	314
M8Y62_02535	135	189	180	130	173	160	598	417	345	197	171	181
M8Y62_02540	551	666	697	776	891	910	2156	1576	1451	641	582	510
M8Y62_02545	714	826	749	602	594	787	2161	1744	1372	335	361	394
M8Y62_02550	458	604	542	391	420	496	1208	847	729	526	511	436
M8Y62_02555	1777	2079	2083	2137	2140	2099	5229	3819	3373	1621	1679	1440
M8Y62_02560	599	728	667	482	525	553	1510	1127	975	427	423	395
M8Y62_02565	527	597	585	377	433	450	1255	991	874	316	328	258
M8Y62_02570	411	502	478	185	186	233	989	839	633	171	151	111
M8Y62_02575	685	808	707	740	826	740	1990	1477	1451	819	826	690
M8Y62_02580	378	465	461	284	293	293	1301	950	789	257	261	205
M8Y62_02585	688	720	715	397	396	404	1605	1094	1028	353	352	300
M8Y62_02590	1232	1281	1240	1342	1429	1300	3305	2532	2561	998	1136	931
M8Y62_02595	762	835	664	704	978	851	2054	1521	1713	685	773	753
M8Y62_02600	698	740	695	493	623	693	1379	1041	1069	428	420	461
M8Y62_02605	1299	1308	1328	1021	1025	1205	2439	1904	2011	570	666	770
M8Y62_02610	203	236	188	98	151	137	455	317	360	128	107	125
M8Y62_02615	226	280	309	148	179	168	735	498	520	180	186	113
M8Y62_02620	498	618	608	435	535	636	1716	1272	1225	364	409	244
M8Y62_02625	47	58	58	27	38	39	130	94	100	39	48	35
M8Y62_02630	632	750	832	334	355	377	1296	1042	761	262	240	193
M8Y62_02635	9820	10669	10039	2589	3229	3423	9783	6992	6391	2842	2929	2017
M8Y62_02640	9029	10007	8975	2359	2737	3065	8995	6122	5698	2874	2623	2080
M8Y62_02645	1602	1615	1342	256	355	361	1866	1510	1227	226	246	147
M8Y62_02650	5048	5100	3716	1219	1366	1459	4176	3156	2701	998	1073	811
M8Y62_02655	304	384	361	121	161	198	756	538	460	113	128	76
M8Y62_02660	2083	2210	1902	811	931	874	2325	1622	1472	764	801	630
M8Y62_02665	1795	1896	1639	821	939	960	2918	2144	2043	1064	973	780
M8Y62_02670	3141	3153	2967	3126	3699	3225	5679	4079	4258	3176	3214	2724
M8Y62_02675	11478	11796	10700	8810	10008	10325	20389	14414	14323	7579	7999	8007
M8Y62_02680	511	591	507	398	420	442	1253	912	877	449	471	428
M8Y62_02685	679	731	728	712	786	854	1989	1490	1447	758	785	936
M8Y62_02690	6064	6754	5848	1386	1740	1554	9010	5335	5726	2936	2922	1796
M8Y62_02695	15	13	10	2	3	5	15	24	19	5	10	4
M8Y62_02700	24	19	17	15	6	8	39	27	26	8	8	10
M8Y62_02705	95	105	74	60	59	73	139	104	91	45	55	69
M8Y62_02710	22	32	24	12	5	6	70	41	45	25	19	14
M8Y62_02715	768	756	694	711	780	869	1780	1451	1739	727	997	860
M8Y62_02720	454	457	434	83	93	99	763	531	523	139	140	89
M8Y62_02725	4900	5615	5158	1357	1713	1493	6793	5181	4291	1232	1181	613
M8Y62_02730	10084	10735	9636	3789	4167	3924	10834	8190	7192	2471	2459	1422
M8Y62_02735	37096	37922	31807	16598	17141	17227	24963	19438	17862	8805	8361	7597
M8Y62_02740	2286	2142	1637	1014	1055	1161	1293	1003	910	651	703	709
M8Y62_02745	2306	2510	1937	1016	1083	1262	2066	1537	1578	648	621	573
M8Y62_02750	3791	3866	3307	956	1226	1268	3372	2377	2475	1006	1124	1484
M8Y62_02760	13910	15879	15063	6676	7035	6685	15626	11962	10477	4717	4748	3051
M8Y62_02765	541	656	649	94	98	109	562	427	303	31	28	13
M8Y62_02770	21474	24335	21867	5964	6249	6448	17191	14128	10781	2579	2327	1113
M8Y62_02775	170	175	177	61	85	97	244	147	166	65	83	48
M8Y62_02780	94	107	121	171	155	170	408	315	299	151	169	124
M8Y62_02785	227	231	189	39	23	36	446	318	240	31	34	34
M8Y62_02790	226	284	184	25	33	25	575	466	288	11	14	5
M8Y62_02795	1748	1783	1497	1471	1599	1420	4049	3083	3061	1419	1352	990
M8Y62_02800	1609	1679	1611	2398	2539	2308	4466	3303	3437	2760	2848	1969
M8Y62_02805	131	144	177	44	44	39	315	281	162	49	49	26
M8Y62_02810	641	758	675	352	316	339	1291	1050	792	295	304	186
M8Y62_02815	393	487	494	782	725	642	878	635	610	819	881	500
M8Y62_02820	408	445	381	240	266	245	718	483	381	277	320	190
M8Y62_02825	334	374	299	157	178	146	585	405	324	210	209	94
M8Y62_02830	416	410	432	584	504	603	1900	1343	1408	599	601	737
M8Y62_02835	170	192	222	63	92	85	525	438	356	76	76	68
M8Y62_02840	21	23	25	10	9	12	128	112	62	8	11	10
M8Y62_02845	629	731	871	626	656	669	2652	2076	1660	325	341	319
M8Y62_02850	159	221	218	236	289	238	552	448	359	247	255	196
M8Y62_02855	143	123	144	141	155	138	419	313	303	190	190	127
M8Y62_02860	111	127	156	117	125	120	356	249	216	125	143	110
M8Y62_02865	87	106	88	25	36	16	201	111	91	28	31	26
M8Y62_02870	182	209	184	62	80	72	355	283	245	61	49	66
M8Y62_02875	45	39	57	14	20	11	74	48	52	7	11	12
M8Y62_02880	26	22	29	5	7	6	76	53	50	12	11	11
M8Y62_02885	106	134	101	65	96	93	294	219	201	76	93	63
M8Y62_02890	32	29	20	12	17	17	54	27	24	13	10	21
M8Y62_02895	17	28	19	15	28	29	54	17	24	39	28	50
M8Y62_02900	18	12	13	26	21	44	11	10	19	23	26	54
M8Y62_02905	21	34	21	30	43	45	45	29	11	29	51	86
M8Y62_02910	141	162	150	100	129	122	444	281	257	137	143	168
M8Y62_02915	98	75	93	57	52	63	348	223	212	73	73	76
M8Y62_02920	268	537	664	155	190	120	3295	1765	1501	124	121	127
M8Y62_02925	149	215	227	84	93	61	988	524	563	72	77	51
M8Y62_02930	239	401	572	81	70	49	1665	1027	876	37	39	34
M8Y62_02935	355	691	879	223	197	130	2403	1606	1390	114	110	172
M8Y62_02940	404	592	898	184	154	129	3244	2115	1899	139	158	158
M8Y62_02945	355459	348589	307398	631726	641979	582457	317400	203482	257591	793620	922240	842811
M8Y62_02950	23	13	10	11	4	7	35	15	18	10	12	4
M8Y62_02955	37	30	44	14	17	11	59	32	36	20	24	25
M8Y62_02960	218	226	221	117	143	123	270	188	182	201	195	384
M8Y62_02965	21	21	24	19	15	19	65	49	59	17	17	10
M8Y62_02970	496	546	676	764	871	969	1681	1185	1253	748	799	985
M8Y62_02975	1734	2110	2077	1786	1979	1920	2311	1466	1453	2036	2100	2173
M8Y62_02980	168	188	198	432	387	444	403	313	258	368	368	232
M8Y62_02985	87	136	127	84	109	84	195	158	89	66	77	39
M8Y62_02990	474	534	542	1221	1326	1338	1215	888	854	1585	1900	1101
M8Y62_02995	866	980	1128	3806	3854	3512	2406	2006	1834	4259	4558	2816
M8Y62_03000	1987	2359	2627	6707	6476	6357	4634	3683	3092	7458	8333	4519
M8Y62_03005	3271	3877	4408	8070	8020	7800	5057	4003	3170	5548	5908	3246
M8Y62_03010	549	579	618	726	881	976	2363	1897	1871	604	575	441
M8Y62_03015	1740	2235	2450	1936	2169	2066	7906	5512	5313	1137	1194	1026
M8Y62_03020	1085	1358	1371	887	899	812	2168	1537	1353	762	712	466
M8Y62_03025	599	595	630	1033	1139	1168	2552	1945	2167	861	913	249
M8Y62_03030	1423	1550	1537	1687	1699	1838	4504	3685	3777	1116	1195	441
M8Y62_03035	846	937	924	1198	1288	1284	2578	1931	2169	979	1086	280
M8Y62_03040	189	193	197	123	148	153	373	316	303	122	141	67
M8Y62_03045	550	552	602	1491	1437	1613	1000	738	783	1076	1178	1183
M8Y62_03050	295	279	242	208	234	237	671	468	501	230	233	241
M8Y62_03055	212	291	223	260	333	369	1127	838	782	363	354	535
M8Y62_03060	22	31	30	13	21	12	90	72	61	17	13	8
M8Y62_03065	90	93	80	49	57	52	294	221	175	28	49	38
M8Y62_03070	124	153	137	173	164	149	459	389	386	115	138	98
M8Y62_03075	241	288	276	138	151	130	770	509	520	125	164	84
M8Y62_03080	453	395	427	366	394	501	844	738	847	198	225	395
M8Y62_03085	85	105	129	130	103	94	535	423	229	74	81	77
M8Y62_03090	57	110	116	41	49	44	417	301	210	52	45	36
M8Y62_03095	44	49	83	13	12	9	166	117	69	7	8	6
M8Y62_03100	19	37	31	16	4	5	44	50	18	2	6	4
M8Y62_03105	32	31	63	44	21	24	90	67	41	6	13	6
M8Y62_03110	81	144	204	114	88	56	238	200	105	37	32	18
M8Y62_03115	137	203	292	269	228	187	447	290	253	144	115	34
M8Y62_03120	56	71	80	138	137	101	133	106	75	112	93	46
M8Y62_03125	342	454	424	268	215	228	938	626	571	204	237	133
M8Y62_03130	158	244	288	209	186	181	533	374	349	132	130	94
M8Y62_03135	100	96	97	64	62	63	520	360	342	66	87	73
M8Y62_03140	317	561	655	354	256	199	5061	3118	3084	168	176	103
M8Y62_03145	423	866	933	393	308	224	7474	4357	3883	187	182	116
M8Y62_03150	237	457	513	207	211	108	3321	1961	1727	108	110	86
M8Y62_03155	647	1233	1576	751	744	425	8386	5251	4862	423	416	293
M8Y62_03160	6	9	16	8	5	6	32	30	14	14	12	13
M8Y62_03165	974	1463	1472	777	950	799	6554	3743	4269	764	691	1425
M8Y62_03170	261	378	310	132	159	136	1529	1044	949	119	123	91
M8Y62_03175	29	38	25	10	8	6	113	71	64	10	13	7
M8Y62_03180	8	24	27	6	4	6	75	35	31	8	9	6
M8Y62_03185	86	122	126	33	35	31	215	124	111	22	24	82
M8Y62_03190	28	49	36	3	4	4	65	28	23	0	4	5
M8Y62_03195	48	70	72	14	22	11	225	117	115	5	12	16
M8Y62_03200	12	19	31	1	9	2	63	40	43	2	0	5
M8Y62_03205	6	19	12	3	3	2	30	22	21	0	0	2
M8Y62_03210	37	67	55	26	26	22	189	94	112	19	17	19
M8Y62_03215	16	18	32	7	19	9	57	23	24	8	8	12
M8Y62_03220	21	22	27	14	12	9	15	18	9	14	7	10
M8Y62_03225	7	4	9	2	2	6	4	2	6	0	5	1
M8Y62_03230	57	46	54	36	41	36	120	57	62	44	37	72
M8Y62_03235	2217	2321	2318	1013	1235	1111	1306	983	770	540	578	226
M8Y62_03240	751	908	861	370	333	336	585	488	296	245	204	95
M8Y62_03245	57	37	54	85	95	84	103	63	65	108	136	116
M8Y62_03250	216	193	187	24	34	35	181	119	79	15	29	19
M8Y62_03255	5005	5129	4587	2439	2834	3054	4673	3363	3129	3006	2897	2566
M8Y62_03260	66	69	49	61	65	62	63	40	33	66	63	21
M8Y62_03265	169	184	173	172	178	153	286	216	210	138	147	123
M8Y62_03270	3000	3188	3272	2751	2842	3028	6432	4819	4061	2222	2310	2149
M8Y62_03275	1180	1164	1105	449	475	505	2783	2088	1885	431	571	309
M8Y62_03280	2260	2545	2425	705	990	899	2793	1908	2208	1291	1200	1071
M8Y62_03285	217	228	214	125	157	175	527	351	359	131	152	86
M8Y62_03290	70	82	62	10	16	16	142	92	81	8	19	7
M8Y62_03295	142	163	142	73	66	58	327	192	214	72	60	33
M8Y62_03300	67	73	59	15	39	16	165	125	116	8	8	9
M8Y62_03305	55	53	41	7	13	12	198	115	125	6	8	14
M8Y62_03310	277	274	231	64	59	91	965	713	600	78	85	94
M8Y62_03315	32	49	38	11	7	10	178	118	95	4	7	12
M8Y62_03320	24	29	14	6	8	4	116	74	54	8	13	5
M8Y62_03325	78	67	70	23	29	45	342	221	166	19	26	20
M8Y62_03330	1	1	1	1	2	1	4	5	5	2	0	0
M8Y62_03335	10	11	6	4	10	6	17	22	14	2	2	1
M8Y62_03340	341	376	407	404	399	446	700	549	535	300	296	319
M8Y62_03345	162	137	132	184	229	224	309	228	240	260	276	218
M8Y62_03350	547	533	559	483	676	601	1324	902	966	835	929	641
M8Y62_03355	714	766	804	746	833	882	2500	1960	1915	1031	1157	844
M8Y62_03360	1466	1731	1906	409	449	519	3156	2257	2345	646	664	350
M8Y62_03365	192	228	204	131	187	171	787	575	554	141	159	119
M8Y62_03370	613	671	637	291	315	354	1737	1220	1109	247	280	387
M8Y62_03375	1221	1267	1118	869	1060	1045	3413	2274	2541	1412	1607	1318
M8Y62_03380	4	4	2	2	4	4	5	1	1	3	2	3
M8Y62_03385	5301	4270	3605	3213	2922	2886	1864	1227	1151	2286	2855	1663
M8Y62_03390	676	699	627	746	873	806	1002	725	691	987	973	992
M8Y62_03395	1213	1260	1273	2758	3265	4013	2861	2078	2037	3177	3248	3063
M8Y62_03400	605	584	569	650	805	674	2055	1618	1693	412	460	386
M8Y62_03405	299	256	231	76	109	148	950	737	627	58	84	54
M8Y62_03410	1458	1604	1653	2151	2440	2953	6201	4881	4587	2056	2464	2467
M8Y62_03415	2017	2083	2420	3037	3426	3818	7235	5465	5254	2877	2849	2901
M8Y62_03420	2024	2435	2605	2970	3105	3443	6456	4837	4172	2229	2426	1854
M8Y62_03425	681	736	648	503	604	540	1536	1076	952	450	435	267
M8Y62_03430	323	368	343	273	324	333	849	644	531	273	216	162
M8Y62_03435	1598	1676	1524	1007	1102	1024	3430	2664	2178	875	924	882
M8Y62_03440	348	423	392	87	105	125	1182	1098	773	86	96	39
M8Y62_03445	4165	4403	3821	1245	1454	1779	7917	6099	4855	1113	1165	479
M8Y62_03450	1705	1661	1687	1922	2318	2520	2525	1795	1693	1691	1745	2198
M8Y62_03460	41	65	47	70	74	96	241	158	159	52	66	70
M8Y62_03465	67	85	77	121	117	128	155	120	126	120	178	124
M8Y62_03470	88	125	105	98	89	73	353	261	246	77	77	59
M8Y62_03475	78	79	62	25	25	28	214	161	125	29	30	36
M8Y62_03480	1928	2229	2082	1160	1471	1651	6085	4618	3641	929	977	956
M8Y62_03485	1453	1532	1423	831	901	977	2967	2096	1973	840	922	781
M8Y62_03490	699	745	639	438	511	532	1700	1355	1127	422	469	428
M8Y62_03500	171	159	135	101	120	143	255	230	206	99	140	107
M8Y62_03505	185	281	318	573	541	544	564	403	363	529	572	339
M8Y62_03510	249	278	256	134	110	107	800	587	438	84	78	42
M8Y62_03515	113	122	125	44	35	55	367	249	212	34	42	26
M8Y62_03520	2413	2345	2137	935	991	935	2702	1906	1636	498	566	361
M8Y62_03525	165	137	146	158	164	177	401	277	286	130	111	130
M8Y62_03530	2024	2159	1906	789	807	652	2929	1791	1947	1034	1108	999
M8Y62_03535	425	566	717	222	216	180	982	610	585	176	150	77
M8Y62_03540	115	176	158	90	75	71	325	241	182	112	109	47
M8Y62_03545	162	164	177	119	155	151	485	318	269	208	207	108
M8Y62_03550	217	235	220	166	264	208	610	417	416	272	260	178
M8Y62_03555	202	231	245	315	345	296	458	340	251	399	387	183
M8Y62_03560	48	72	65	65	53	62	359	245	239	61	56	34
M8Y62_03565	776	1153	1406	2735	2514	2586	2773	2071	1792	2149	2058	1351
M8Y62_03570	377	464	443	950	905	985	1028	733	738	471	572	376
M8Y62_03575	8	11	5	5	4	9	40	23	28	6	2	3
M8Y62_03580	2689	2939	2882	3565	3907	3998	5877	4518	3794	3212	3235	2677
M8Y62_03585	1061	1159	1091	1411	1525	1486	2626	1927	1717	1435	1523	1275
M8Y62_03590	51	55	60	29	31	37	127	86	81	56	58	52
M8Y62_03595	49	83	69	47	56	45	119	108	55	68	36	38
M8Y62_03600	84	89	62	29	41	43	152	129	59	25	42	22
M8Y62_03605	86	90	75	142	143	139	222	146	164	147	186	145
M8Y62_03610	28	24	25	17	14	25	44	50	41	8	10	18
M8Y62_03615	50	44	51	16	18	20	106	69	63	28	19	27
M8Y62_03620	115	100	102	92	105	79	182	148	132	88	86	90
M8Y62_03625	103	92	85	84	93	104	265	197	178	129	145	118
M8Y62_03630	270	333	208	480	582	480	495	416	434	731	836	482
M8Y62_03640	37	55	41	19	16	18	71	82	79	21	23	10
M8Y62_03645	132	146	151	58	87	93	336	295	240	103	114	72
M8Y62_03650	204	229	208	134	153	187	687	452	431	134	156	107
M8Y62_03655	120	150	124	86	89	77	275	169	144	68	102	90
M8Y62_03660	308	361	358	198	201	227	1163	851	719	303	308	282
M8Y62_03665	105	122	136	89	100	87	381	259	243	74	111	115
M8Y62_03670	260	293	310	318	331	327	683	462	475	389	398	266
M8Y62_03675	211	268	245	222	253	252	619	417	381	152	186	139
M8Y62_03680	276	337	348	637	662	729	924	659	626	748	847	872
M8Y62_03685	610	708	717	485	660	597	1482	1121	1152	985	949	1092
M8Y62_03690	112	110	116	27	33	38	281	219	170	47	36	45
M8Y62_03695	42	34	26	11	17	20	92	61	45	16	26	45
M8Y62_03700	116	109	92	105	111	105	276	208	216	103	112	150
M8Y62_03705	512	607	496	246	295	326	1004	790	645	195	214	164
M8Y62_03710	315	302	280	145	130	163	650	516	448	107	91	72
M8Y62_03715	202	226	196	99	106	173	554	423	396	61	94	41
M8Y62_03720	292	316	292	191	200	256	669	538	470	168	164	141
M8Y62_03725	332	385	364	179	158	183	720	529	418	93	85	58
M8Y62_03730	6	5	9	1	1	7	14	4	4	6	7	0
M8Y62_03735	52	53	45	54	53	49	95	61	60	55	52	40
M8Y62_03740	148	173	164	80	100	105	358	271	217	46	66	41
M8Y62_03745	538	684	664	466	515	538	1428	1182	951	347	332	267
M8Y62_03750	579	648	716	1051	1176	1086	2093	1511	1388	1010	1114	919
M8Y62_03755	271	271	323	128	174	200	853	652	547	109	132	119
M8Y62_03760	128	194	209	105	114	55	711	492	467	85	71	47
M8Y62_03765	66	74	48	34	21	36	136	92	83	27	30	23
M8Y62_03770	1027	1274	1263	1594	1415	1051	1543	1078	836	790	738	336
M8Y62_03775	454	470	436	530	367	466	1466	1080	1051	220	247	148
M8Y62_03780	45	41	32	15	15	29	153	67	88	21	18	22
M8Y62_03785	1418	1518	1749	2316	2261	2498	4028	3084	2723	1380	1646	1462
M8Y62_03790	331	354	397	769	654	654	1362	910	783	531	592	449
M8Y62_03805	1214	1471	1416	475	500	427	3136	1999	2021	272	324	268
M8Y62_03810	4128	4360	3811	2169	2645	3169	11681	8275	7882	2218	2678	3574
M8Y62_03815	2373	2831	2471	1351	1509	1591	6132	4125	3840	1302	1481	1215
M8Y62_03820	5755	7043	6450	5769	6046	6425	13792	9876	8789	4560	4702	3875
M8Y62_03825	7973	9005	7959	8850	8924	10754	19053	13396	12536	6302	7257	7380
M8Y62_03830	849	904	950	908	1012	1053	1322	909	962	787	937	694
M8Y62_03835	273	351	422	217	303	321	353	238	172	227	236	135
M8Y62_03840	8016	9716	10403	2910	2996	3015	9746	6949	5876	2312	2367	2018
M8Y62_03845	803	828	899	1767	2019	1799	1864	1384	1264	1960	1879	1261
M8Y62_03850	408	404	425	278	292	330	1590	999	938	403	528	469
M8Y62_03855	803	811	853	1065	1191	1206	2071	1366	1152	1574	1810	1094
M8Y62_03860	770	825	795	392	445	394	1548	993	845	453	398	198
